description,price,rank,link,other_name,g3d_mark,name
,,680,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+N+HD+7640G+%2B+HD+7670M+Dual&id=2735,AMD Radeon HD 7640G N HD 7640G + HD 7670M Dual Graphics,NA,Radeon HD 7640G N HD 7640G + HD 7670M Dual
,,515,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+R5+M200+Dual&id=3246,AMD Radeon HD 7640G + R5 M200 Dual Graphics,NA,Radeon HD 7640G + R5 M200 Dual
,,824,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+N+HD+7640G+%2B+HD+7600M+N+HD+7600M+D&id=2700,AMD Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M Dual Graphics,NA,Radeon HD 7640G N HD 7640G + HD 7600M N HD 7600M D
,,1048,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+8750M+Dual&id=3288,AMD Radeon HD 7640G + HD 8750M Dual Graphics,NA,Radeon HD 7640G + HD 8750M Dual
,,697,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+8570M+Dual&id=2889,AMD Radeon HD 7640G + HD 8570M Dual Graphics,NA,Radeon HD 7640G + HD 8570M Dual
,,578,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+8600%2F8700M+Dual&id=3131,AMD Radeon HD 7640G + HD 8600/8700M Dual Graphics,NA,Radeon HD 7640G + HD 8600/8700M Dual
,,607,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+8500M+Dual&id=2907,AMD Radeon HD 7640G + HD 8500M Dual Graphics,NA,Radeon HD 7640G + HD 8500M Dual
,,666,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+8500M+N+HD+8500M+Dual&id=2718,AMD Radeon HD 7640G + HD 8500M N HD 8500M Dual Graphics,NA,Radeon HD 7640G + HD 8500M N HD 8500M Dual
,,660,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+7670M+Dual&id=2925,AMD Radeon HD 7640G + HD 7670M Dual Graphics,NA,Radeon HD 7640G + HD 7670M Dual
,,589,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+7700M+Dual&id=3372,AMD Radeon HD 7640G + HD 7700M Dual Graphics,NA,Radeon HD 7640G + HD 7700M Dual
,,707,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+7600M+Dual&id=2990,AMD Radeon HD 7640G + HD 7600M Dual Graphics,NA,Radeon HD 7640G + HD 7600M Dual
,,606,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+HD+7400M+Dual&id=2978,AMD Radeon HD 7640G + HD 7400M Dual Graphics,NA,Radeon HD 7640G + HD 7400M Dual
,,655,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8750M+Dual&id=2733,AMD Radeon HD 7640G + 8750M Dual Graphics,NA,Radeon HD 7640G + 8750M Dual
,,558,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8670M+Dual&id=2797,AMD Radeon HD 7640G + 8670M Dual Graphics,NA,Radeon HD 7640G + 8670M Dual
,,689,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8600%2F8700M+Dual&id=2669,AMD Radeon HD 7640G + 8600/8700M Dual Graphics,NA,Radeon HD 7640G + 8600/8700M Dual
,,563,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8570M+Dual&id=2763,AMD Radeon HD 7640G + 8570M Dual Graphics,NA,Radeon HD 7640G + 8570M Dual
,,586,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+8500M+Dual&id=2809,AMD Radeon HD 7640G + 8500M Dual Graphics,NA,Radeon HD 7640G + 8500M Dual
,,642,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7670M+Dual&id=313,AMD Radeon HD 7640G + 7670M Dual Graphics,NA,Radeon HD 7640G + 7670M Dual
,,691,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7700M+Dual&id=2730,AMD Radeon HD 7640G + 7700M Dual Graphics,NA,Radeon HD 7640G + 7700M Dual
,,510,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7610M+Dual&id=2677,AMD Radeon HD 7640G + 7610M Dual Graphics,NA,Radeon HD 7640G + 7610M Dual
,,706,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7600M+Dual&id=312,AMD Radeon HD 7640G + 7600M Dual Graphics,NA,Radeon HD 7640G + 7600M Dual
,,627,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7500%2F7600+Dual&id=2566,AMD Radeon HD 7640G + 7500/7600 Dual Graphics,NA,Radeon HD 7640G + 7500/7600 Dual
,,637,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7400M+Dual&id=2442,AMD Radeon HD 7640G + 7400M Dual Graphics,NA,Radeon HD 7640G + 7400M Dual
,,596,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+7470M+Dual&id=311,AMD Radeon HD 7640G + 7470M Dual Graphics,NA,Radeon HD 7640G + 7470M Dual
,,527,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G+%2B+6400M+Dual&id=2301,AMD Radeon HD 7640G + 6400M Dual Graphics,NA,Radeon HD 7640G + 6400M Dual
,,612,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7640G&id=310,AMD Radeon HD 7640G,NA,Radeon HD 7640G
,,443,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G+%2B+HD+8600M+Dual&id=3066,AMD Radeon HD 7620G + HD 8600M Dual Graphics,NA,Radeon HD 7620G + HD 8600M Dual
,,507,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G+%2B+HD+8670M+Dual&id=2824,AMD Radeon HD 7620G + HD 8670M Dual Graphics,NA,Radeon HD 7620G + HD 8670M Dual
,,577,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G+%2B+8670M+Dual&id=2765,AMD Radeon HD 7620G + 8670M Dual Graphics,NA,Radeon HD 7620G + 8670M Dual
,,503,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G+%2B+8600M+Dual&id=2728,AMD Radeon HD 7620G + 8600M Dual Graphics,NA,Radeon HD 7620G + 8600M Dual
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 450 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 20 W",,631,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7610M&id=308,AMD Radeon HD 7610M,NA,Radeon HD 7610M
,,482,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7620G&id=309,AMD Radeon HD 7620G,NA,Radeon HD 7620G
,,773,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600M+%2B+7600M+Dual&id=2234,AMD Radeon HD 7600M + 7600M Dual Graphics,NA,Radeon HD 7600M + 7600M Dual
,,544,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+HD+8670M+Dual&id=3180,AMD Radeon HD 7600G + HD 8670M Dual Graphics,NA,Radeon HD 7600G + HD 8670M Dual
,,442,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+HD+Dual&id=2780,AMD Radeon HD 7600G + (TM) HD Dual Graphics,NA,Radeon HD 7600G + HD Dual
,,509,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+HD+7550M+Dual&id=3098,AMD Radeon HD 7600G + HD 7550M Dual Graphics,NA,Radeon HD 7600G + HD 7550M Dual
,,470,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+8500M%2F8700M+Dual&id=2746,AMD Radeon HD 7600G + 8500M/8700M Dual Graphics,NA,Radeon HD 7600G + 8500M/8700M Dual
,,555,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+HD+7500M%2F7600M+Dual&id=3230,AMD Radeon HD 7600G + HD 7500M/7600M Dual Graphics,NA,Radeon HD 7600G + HD 7500M/7600M Dual
,,423,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+7550M+Dual&id=2855,AMD Radeon HD 7600G + 7550M Dual Graphics,NA,Radeon HD 7600G + 7550M Dual
,,406,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+7500M%2F7600M+Dual&id=2508,AMD Radeon HD 7600G + 7500M/7600M Dual Graphics,NA,Radeon HD 7600G + 7500M/7600M Dual
,,479,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G&id=2290,AMD Radeon HD 7600G,NA,Radeon HD 7600G
,,390,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7600G+%2B+7450M+Dual&id=2501,AMD Radeon HD 7600G + 7450M Dual Graphics,NA,Radeon HD 7600G + 7450M Dual
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11.0 OpenGL 4.4 Max TDP: 25 W",,699,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7570M%2FHD+7670M&id=3046,AMD Radeon HD 7570M/HD 7670M Graphics,NA,Radeon HD 7570M/HD 7670M
,,351,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7580D&id=2533,AMD Radeon HD 7580D,NA,Radeon HD 7580D
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 450,650 MHz, Memory Clock(s): 900,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 13 W",,612,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7570M&id=307,"AMD Radeon HD 7570M, Radeon (TM)  HD 7570M",NA,Radeon HD 7570M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 650 MHz, Memory Clock(s): 900,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 44 W",,982,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7570&id=90,"AMD Radeon HD 7570, AMD Radeon HD 7570 Graphics",NA,Radeon HD 7570
,,1347,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+7700+Dual&id=3158,AMD Radeon HD 7560D + HD 7700 Dual Graphics,NA,Radeon HD 7560D + HD 7700 Dual
,,563,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+R5+235+Dual&id=3267,AMD Radeon HD 7560D + R5 235 Dual Graphics,NA,Radeon HD 7560D + R5 235 Dual
,,534,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+HD+7000+Dual&id=2891,AMD Radeon HD 7560D + HD 7000 Dual Graphics,NA,Radeon HD 7560D + HD 7000 Dual
,,1426,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+7670+Dual&id=306,AMD Radeon HD 7560D + 7670 Dual Graphics,NA,Radeon HD 7560D + 7670 Dual
,,983,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+7560D+Dual&id=2880,AMD Radeon HD 7560D + 7560D Dual Graphics,NA,Radeon HD 7560D + 7560D Dual
,,833,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+6570+Dual&id=2221,AMD Radeon HD 7560D + 6570 Dual Graphics,NA,Radeon HD 7560D + 6570 Dual
,,1131,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+6670+Dual&id=2303,AMD Radeon HD 7560D + 6670 Dual Graphics,NA,Radeon HD 7560D + 6670 Dual
"Bus Interface: UNB/MC, Core Clock(s): 760 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 100 W",,663,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D&id=305,AMD Radeon HD 7560D,NA,Radeon HD 7560D
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 450,550 MHz, Memory Clock(s): 900,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 13 W",,732,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7550M%2F7650M&id=304,AMD Radeon HD 7550M/7650M Graphics,NA,Radeon HD 7550M/7650M
,,720,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7540D+%2B+6570+Dual&id=2581,AMD Radeon HD 7540D + 6570 Dual Graphics,NA,Radeon HD 7540D + 6570 Dual
"Bus Interface: UNB/MC, Core Clock(s): 760 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 65 W",,511,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7540D&id=2166,AMD Radeon HD 7540D,NA,Radeon HD 7540D
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 450,550 MHz, Memory Clock(s): 900,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 13 W",,472,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7550M&id=303,AMD Radeon HD 7550M,NA,Radeon HD 7550M
,,624,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+HD+8600%2F8700M+Dual&id=2970,AMD Radeon HD 7520G + HD 8600/8700M Dual Graphics,NA,Radeon HD 7520G + HD 8600/8700M Dual
,,651,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+HD+8750M+Dual&id=3253,AMD Radeon HD 7520G + HD 8750M Dual Graphics,NA,Radeon HD 7520G + HD 8750M Dual
,,613,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+HD+7600M+Dual&id=3021,AMD Radeon HD 7520G + HD 7600M Dual Graphics,NA,Radeon HD 7520G + HD 7600M Dual
,,547,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+HD+7670M+Dual&id=3413,AMD Radeon HD 7520G + HD 7670M Dual Graphics,NA,Radeon HD 7520G + HD 7670M Dual
,,545,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+HD+7400M+Dual&id=3361,AMD Radeon HD 7520G + HD 7400M Dual Graphics,NA,Radeon HD 7520G + HD 7400M Dual
,,311,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+8600%2F8700M+Dual&id=3014,AMD Radeon HD 7520G + 8600/8700M Dual Graphics,NA,Radeon HD 7520G + 8600/8700M Dual
,,1061,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7700M+Dual&id=2499,AMD Radeon HD 7520G + 7700M Dual Graphics,NA,Radeon HD 7520G + 7700M Dual
,,453,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7650M+Dual&id=2689,AMD Radeon HD 7520G + 7650M Dual Graphics,NA,Radeon HD 7520G + 7650M Dual
,,526,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7670M+Dual&id=302,AMD Radeon HD 7520G + 7670M Dual Graphics,NA,Radeon HD 7520G + 7670M Dual
,,588,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7610M+Dual&id=2624,AMD Radeon HD 7520G + 7610M Dual Graphics,NA,Radeon HD 7520G + 7610M Dual
,,487,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7400M+Dual&id=3124,AMD Radeon HD 7520G + 7400M Dual Graphics,NA,Radeon HD 7520G + 7400M Dual
,,591,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G+%2B+7600M+Dual&id=2236,AMD Radeon HD 7520G + 7600M Dual Graphics,NA,Radeon HD 7520G + 7600M Dual
,,449,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7520G&id=301,"AMD Radeon HD 7520G, AMD Radeon HD 7520G (Engineering Sample - WDDM v1.20)",NA,Radeon HD 7520G
,,356,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7500G+%2B+HD+7500M%2F7600M+Dual&id=3379,AMD Radeon HD 7500G + HD 7500M/7600M Dual Graphics,NA,Radeon HD 7500G + HD 7500M/7600M Dual
,,497,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7500G+%2B+7550M+Dual&id=2491,AMD Radeon HD 7500G + 7550M Dual Graphics,NA,Radeon HD 7500G + 7550M Dual
,,617,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7500G+%2B+7500M%2F7600M+Dual&id=2660,AMD Radeon HD 7500G + 7500M/7600M Dual Graphics,NA,Radeon HD 7500G + 7500M/7600M Dual
"Bus Interface: UNB/MC, Core Clock(s): 723 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 65 W",,426,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7480D&id=2193,AMD Radeon HD 7480D,NA,Radeon HD 7480D
,,414,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7500G&id=300,AMD Radeon HD 7500G,NA,Radeon HD 7500G
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 750,800 MHz, Memory Clock(s): 900,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 7 W",,413,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7470M&id=299,"AMD Radeon HD 7470M, Radeon (TM) HD 7470M",NA,Radeon HD 7470M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 627,750 MHz, Memory Clock(s): 800,900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 27 W",,366,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7470&id=298,AMD Radeon HD 7470,NA,Radeon HD 7470
,,288,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7450A&id=331,"AMD Radeon HD 7450A Graphics, AMD Radeon(TM) HD 7450A Graphics",NA,Radeon HD 7450A
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 700,700 MHz, Memory Clock(s): 900,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 7 W",,330,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7450M&id=3039,"AMD Radeon HD 7450M, Radeon (TM) HD 7450M",NA,Radeon HD 7450M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 627,750 MHz, Memory Clock(s): 533,800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 18 W",,313,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7450&id=297,"AMD Radeon HD 7450, AMD Radeon HD 7450 Graphics, AMD Radeon(TM) HD 7450",3.69,Radeon HD 7450
,,430,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7420G&id=2305,AMD Radeon HD 7420G,NA,Radeon HD 7420G
,,327,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7400G&id=2333,AMD Radeon HD 7400G,NA,Radeon HD 7400G
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 512 MB, Core Clock(s): 400,650 MHz, Memory Clock(s): 400,800,900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 19.1 W",,279,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7350&id=296,"AMD Radeon HD 7350, AMD Radeon HD 7350 Graphics, AMD Radeon(TM) HD 7350A Graphics, AMD Radeon. HD 7350, ASUS HD 7350, ATI Radeon HD 7350",NA,Radeon HD 7350
,,196,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7340G&id=2299,AMD Radeon HD 7340G,NA,Radeon HD 7340G
,,222,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7340M&id=2170,AMD Radeon HD 7340M,NA,Radeon HD 7340M
,,208,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7340&id=295,"AMD Radeon HD 7340, AMD Radeon HD 7340 Graphics",0.38,Radeon HD 7340
,,166,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7310M&id=2217,AMD Radeon HD 7310M,NA,Radeon HD 7310M
,,181,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7310G&id=2852,AMD Radeon HD 7310G,NA,Radeon HD 7310G
,,172,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7310&id=294,"AMD Radeon HD 7310, AMD Radeon HD 7310 Graphics",NA,Radeon HD 7310
,,140,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7290&id=2315,AMD Radeon HD 7290 Graphics,NA,Radeon HD 7290
,,123,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7290M&id=2958,AMD Radeon HD 7290M,NA,Radeon HD 7290M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 880 MHz, Memory Clock(s): 1375 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 250 W",,3505,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6970&id=84,AMD Radeon HD 6970,36.90,Radeon HD 6970
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 830 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 375 W",,2859,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6990&id=292,AMD Radeon HD 6990,17.87,Radeon HD 6990
,,1934,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6900M&id=290,AMD Radeon HD 6900M,NA,Radeon HD 6900M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 800 MHz, Memory Clock(s): 1250 MHz, Graphics API Support: DirectX 11.0 OpenGL 4.4 Max TDP: 200 W",,3204,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6950&id=36,AMD Radeon HD 6950,35.60,Radeon HD 6950
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 900 MHz, Memory Clock(s): 1050 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 151 W",,2603,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6870&id=22,"AMD Radeon HD 6870, ATI Radeon HD 6870",28.93,Radeon HD 6870
,,980,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6800M&id=287,AMD Radeon HD 6800M,NA,Radeon HD 6800M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 775 MHz, Memory Clock(s): 1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 127 W",,2277,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6850&id=45,"AMD Radeon HD 6850, ASUS EAH6850 Series, ATI Radeon HD 6850",22.77,Radeon HD 6850
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 840 MHz, Memory Clock(s): 1050 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 150 W",,2042,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6790&id=286,"AMD Radeon HD 6700, AMD Radeon HD 6790",31.42,Radeon HD 6790
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 850,850 MHz, Memory Clock(s): 1200,1050 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 108 W",,1677,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6770&id=284,"AMD Radeon HD 6770, ASUS EAH6770 Series",21.78,Radeon HD 6770
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 725 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,964,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6770M&id=285,"AMD Radeon HD 6770M, Radeon (TM) HD 6770M",NA,Radeon HD 6770M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 700,700 MHz, Memory Clock(s): 1150,1150 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 86 W",,1314,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6750&id=282,AMD Radeon HD 6750,26.28,Radeon HD 6750
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 800,900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,930,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6750M&id=283,"AMD Radeon HD 6750M, ATI Radeon HD 6750m, Radeon (TM) HD 6750M",NA,Radeon HD 6750M
,,647,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6670+%2B+6670+Dual&id=2357,AMD Radeon HD 6670 + 6670 Dual Graphics,NA,Radeon HD 6670 + 6670 Dual
,,1004,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6700M&id=280,AMD Radeon HD 6700M,NA,Radeon HD 6700M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 2048 MB, Core Clock(s): 800,800 MHz, Memory Clock(s): 800,1000 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 66 W",,1058,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6670&id=96,"AMD Radeon HD 6670, AMD Radeon HD 6670 (Engineering Sample - WDDM v1.20), AMD Radeon HD 6670 (Engineering Sample)",10.27,Radeon HD 6670
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 600 MHz, Memory Clock(s): 900 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,719,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6650M&id=279,AMD Radeon HD 6650M,NA,Radeon HD 6650M
"Bus Interface: PCIe 2.1 x16, Max Memory Size: 1024 MB, Core Clock(s): 485 MHz, Memory Clock(s): 800 MHz, Graphics API Support: DirectX 11 OpenGL 4.4",,685,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6630M&id=277,"AMD Radeon 6630M Graphic, AMD Radeon HD 6630M, AMD Radeon(TM) HD 6630M, Radeon (TM) HD 6630M",NA,Radeon HD 6630M
"Bus Interface: UNB/MC, Core Clock(s): 444 MHz, Graphics API Support: DirectX 11 OpenGL 4.4 Max TDP: 45 W",,562,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6620G&id=40,"AMD Radeon HD 6620G, AMD Radeon HD 6620G (Engineering Sample - WDDM v1., AMD Radeon HD 6620G (Engineering Sample - WDDM v1.20), AMD Radeon(TM) HD 6620G",NA,Radeon HD 6620G
,,565,https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6610M&id=2285,AMD Radeon HD 6610M Graphics,NA,Radeon HD 6610M
